city,name,po1,po2,po3,po4,po5,po6,po7,po8,po9,po10,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,hd1,hd2,hd3,hd4,hd5,hd6,hd7,hd8,hd9,hd10
wuhan,"189 Yunxia Lu Oceanwide Fortune Center, 7/F., JIANGHAN Wuhan 430072","¥4,400/mo","¥4,400/mo","¥6,300/mo","¥8,500/mo","¥9,900/mo","¥9,900/mo","¥12,200/mo","¥12,200/mo",Unavailable,"¥25,600/mo",Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,"¥1,200/mo","¥2,400/mo","¥3,600/mo","¥4,800/mo","¥6,000/mo","¥7,200/mo","¥8,400/mo","¥9,600/mo","¥10,800/mo","¥12,000/mo"
wuhan,"No.465 Guan Shan Da Dao, Hongshan Qu Wuhan Shi, Hubei Sheng Wuhan 430073",n/a,n/a,n/a,"¥12,700/mo","¥12,700/mo","¥12,700/mo","¥17,000/mo","¥20,100/mo","¥21,200/mo","¥22,300/mo",n/a,n/a,n/a,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,n/a,n/a,n/a,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
