city,name,po1,po2,po3,po4,po5,po6,po7,po8,po9,po10,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,hd1,hd2,hd3,hd4,hd5,hd6,hd7,hd8,hd9,hd10
shanghai--31,"Tower B, 838 S. Huangpi road Huangpu District Shanghai 200025","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"328 Hunan Road, 1/F Xuhui Shanghai 200000","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"32/F, Shinmay Union Square Building Phase 1 999 Pudong Rd (S.). Pudong Shanghai 200000","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"15F, HSBC Building, Shanghai ifc 8 Century Avenue, Pudong Shanghai 200120","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"518 Xinjiang Lu, Floor 1-6 Shanghai 200085","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"500 Guangdong Lu, World Trade Tower, 5/F Huangpu Shanghai 200085","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,No. 1901 Huashan Lu Shanghai 200030,"¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"370, Pudian Lu, Pudongxinqu, Shanghai Shanghai 200120","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,1600 Zhongshan W. Road Shanghai 200020,"¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"201 Century Ave, Shanghai Shanghai 200088","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
shanghai--31,"399 Dong Chang Zhi Road, Hong Kou District, Shanghai shanghai 200040","¥2,500/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Unavailable,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"¥1,600/mo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
